1360, 00
1359, 00
1358, 00
1357, 00
1356, 00
1355, 00
1354, 00
1353, 00
1352, 00
1351, 00
1350, 00
1349, 00
1348, 00
1347, 00
1346, 00
1345, 00
1344, 00
1343, 00
1342, 00
1341, 02
1340, 00
1339, 00
1338, 00
1337, 02
1336, 00
1335, 00
1334, 00
1333, 00
1332, 02
1331, 03
1330, 04
1329, 03
1328, 05
1327, 06
1326, 06
1325, 11
1324, 06
1323, 10
1322, 16
1321, 19
1320, 31
1319, 34
1318, 34
1317, 39
1316, 52
1315, 63
1314, 56
1313, 63
1312, 63
1311, 63
1310, 63
1309, 63
1308, 63
1307, 63
1306, 63
1305, 63
1304, 63
1303, 63
1302, 63
1301, 63
1300, 60
1299, 57
1298, 47
1297, 52
1296, 36
1295, 27
1294, 24
1293, 15
1292, 14
1291, 12
1290, 07
1289, 03
1288, 08
1287, 04
1286, 03
1285, 07
1284, 04
1283, 01
1282, 04
1281, 04
1280, 01
1279, 01
1278, 01
1277, 01
1276, 01
1275, 01
1274, 01
1273, 01
1272, 00
1271, 00
1270, 01
1269, 00
1268, 00
1267, 00
1266, 00
1265, 00
1264, 00
1263, 00
1262, 00
1261, 00
1260, 00
1259, 00
1258, 00
1257, 00
1256, 00
1255, 00
1254, 00
1253, 00
1252, 00
1251, 00
